Sample	Total_number_of_reads	Percentage_reads_mapped	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	Run	Duplication	Methode	Number_variants	Perc_dbSNP_variants	Perc_PASS_variants
U178488CF2017D07801	122455585	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	120410984	120410984	108268581	1	0.899159	102885773	0.950283	14768308660	7165398407	3427505063	4175405190	4912121886	0.717273	0.282727	0.676434	106.04259	112.69352	0.394092	0.270163	22.22837	0.015836	1.609907	0.980539	0.968429	0.958651	0.946906	0.928549	0.898319	0.541672	187940555	4.915156	4.987946	5.066801	5.151722	5.231791	5.726760	1.481050	2.613104	170927_NB501012_0196_AHMMVGBGX3	9.97051299354002	Exomes	140682	0.8925448884718727	0.8452751595797614
U065716PM2017D12192	120491399	99.46%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	119986954	119986954	 98967619	1	0.824820	 94136367	0.951184	13799459969	6169146703	3609142566	4021170700	4269494917	0.708599	0.291401	0.630902	 91.29880	 97.76813	0.340498	0.235649	20.48146	0.014020	1.657087	0.983522	0.974356	0.964362	0.947538	0.916252	0.862151	0.399632	105019655	5.510246	5.685598	5.870179	6.073218	6.291024	7.900571	1.487847	2.742926	170927_NB501012_0196_AHMMVGBGX3	17.5389328439966	Exomes	140332	0.884089159992019	0.8476897642732948
U106784CM2017D07372	107778949	99.42%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107064116	107064116	 95011445	1	0.887426	 90389881	0.951358	13275654141	6367984758	3423646292	3484023091	4408804183	0.737563	0.262437	0.650350	 94.24145	101.02414	0.393896	0.272709	21.97577	0.014704	1.656134	0.983075	0.975586	0.967518	0.953358	0.926068	0.877785	0.430113	158346984	5.078650	5.177711	5.282275	5.392343	5.504612	6.191435	2.944204	1.509752	170927_NB501012_0196_AHMMVGBGX3	11.2481027582598	Exomes	141954	0.8919579582118151	0.845583780661341
U147489PF2017D10700	91128164	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 89881576	 89881576	 81592815	1	0.907781	 77597506	0.951034	11203321716	5495107866	2706313176	3001900674	3772140048	0.732053	0.267947	0.670019	 81.32352	 86.57340	0.404882	0.277933	22.47126	0.016753	1.633460	0.980967	0.970948	0.958608	0.936830	0.893704	0.821630	0.308681	157897841	4.941457	5.037111	5.128210	5.228419	5.343204	5.999117	2.381775	1.878472	170927_NB501012_0196_AHMMVGBGX3	9.14019502820806	Exomes	137920	0.8927566705336427	0.8492531902552204
U180865CM2017D14382	106679008	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	104852042	104852042	 94547199	1	0.901720	 89654891	0.948255	12877497581	6383572559	2949222124	3544702898	4363716386	0.724737	0.275263	0.683994	 94.47214	 99.99938	0.403190	0.275615	22.71069	0.015118	1.639334	0.980958	0.968189	0.956701	0.940135	0.912208	0.866899	0.439306	169545413	4.915197	5.002238	5.094554	5.184233	5.288683	5.871068	1.264585	2.555842	170927_NB501012_0196_AHMMVGBGX3	9.70762285812711	Exomes	142906	0.8823212461338222	0.8466264537528165
U147489PM2017D10697	80169689	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 79066856	 79066856	 72548565	1	0.917560	 68930124	0.950124	 9956001663	4918045982	2473529333	2564426348	3377740511	0.742424	0.257576	0.665358	 72.78343	 77.45761	0.411928	0.282914	22.63110	0.015817	1.648034	0.981471	0.970584	0.954481	0.921356	0.858205	0.762213	0.224305	158715399	4.951401	5.035449	5.135507	5.239567	5.350030	6.022417	1.546480	1.850822	170927_NB501012_0196_AHMMVGBGX3	8.17252987535655	Exomes	137131	0.8976088557656547	0.8521340907599303
U147489CF2017D08227	106391567	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	105035428	105035428	 95029251	1	0.904735	 90504371	0.952384	13125909770	6329801917	3311095285	3485012568	4356524610	0.734494	0.265506	0.656557	 93.67638	 99.91888	0.399096	0.274680	22.09320	0.015764	1.665315	0.981773	0.972543	0.962632	0.947018	0.918192	0.868711	0.426720	177286847	5.099422	5.187884	5.284388	5.380892	5.477396	6.075721	3.432572	1.887979	170927_NB501012_0196_AHMMVGBGX3	9.45685541038572	Exomes	140712	0.8901017681505486	0.8481437261925067
U065716PF2017D12156	117550121	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	117080992	117080992	 96519230	1	0.824380	 92067770	0.953880	13495732440	6379734969	3595422617	3520574854	4413154091	0.739134	0.260866	0.639562	 94.41535	101.24377	0.360860	0.249624	21.65729	0.015916	1.659734	0.981993	0.973293	0.963982	0.949728	0.923542	0.876692	0.429960	106744906	5.221975	5.375513	5.547116	5.727749	5.930059	7.375130	1.497533	2.828016	170927_NB501012_0196_AHMMVGBGX3	17.577200918289	Exomes	141985	0.8857837095467831	0.8469908793182378
U106784PM2017D13703	105395023	99.53%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	104691046	104691046	 93360396	1	0.891771	 88929770	0.952543	13071744253	6245920540	3257163883	3568659830	4320269934	0.726994	0.273006	0.657252	 92.43499	 99.00454	0.395103	0.273290	21.89076	0.015123	1.650076	0.982771	0.974936	0.966435	0.951496	0.922363	0.870761	0.413612	159925321	5.082956	5.180000	5.277043	5.382174	5.497010	6.156908	2.919004	1.587385	170927_NB501012_0196_AHMMVGBGX3	10.8008786739981	Exomes	141443	0.8925291460164165	0.8456197903042215
U065716CMD042913	196597857	99.46%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	194395148	194395148	165971992	1	0.853787	157187479	0.947072	22577485004	11661441875	4909017445	6007025684	8060006115	0.733937	0.266063	0.703749	172.58069	184.48825	0.397274	0.274583	23.66326	0.013512	1.941982	0.984321	0.977553	0.972351	0.965490	0.954655	0.938177	0.773137	213701038	5.522278	5.609981	5.702557	5.800005	5.893555	6.466551	11.237020	1.474648	170927_NB501012_0196_AHMMVGBGX3_merged	14.5361993871806	Exomes	140682	0.8855361737820048	0.8511039081048037
U065716PM2017D12192	120491399	99.46%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	119986954	119986954	 98967619	1	0.824820	 94136367	0.951184	13799459969	 6169146703	3609142566	4021170700	4269494917	0.708599	0.291401	0.630902	 91.29880	 97.76813	0.340498	0.235649	20.48146	0.014020	1.657087	0.983522	0.974356	0.964362	0.947538	0.916252	0.862151	0.399632	105019655	5.510246	5.685598	5.870179	6.073218	6.291024	7.900571	 1.487847	2.742926	170927_NB501012_0196_AHMMVGBGX3_merged	17.5389328439966	Exomes	140332	0.884089159992019	0.8476897642732948
U178488CF2017D07801	122455585	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	120410984	120410984	108268581	1	0.899159	102885773	0.950283	14768308660	 7165398407	3427505063	4175405190	4912121886	0.717273	0.282727	0.676434	106.04259	112.69352	0.394092	0.270163	22.22837	0.015836	1.609907	0.980539	0.968429	0.958651	0.946906	0.928549	0.898319	0.541672	187940555	4.915156	4.987946	5.066801	5.151722	5.231791	5.726760	 1.481050	2.613104	170927_NB501012_0196_AHMMVGBGX3_merged	9.97051299354002	Exomes	140682	0.8925448884718727	0.8452751595797614
U106784CM2017D07372	107778949	99.42%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107064116	107064116	 95011445	1	0.887426	 90389881	0.951358	13275654141	 6367984758	3423646292	3484023091	4408804183	0.737563	0.262437	0.650350	 94.24145	101.02414	0.393896	0.272709	21.97577	0.014704	1.656134	0.983075	0.975586	0.967518	0.953358	0.926068	0.877785	0.430113	158346984	5.078650	5.177711	5.282275	5.392343	5.504612	6.191435	 2.944204	1.509752	170927_NB501012_0196_AHMMVGBGX3_merged	11.2481027582598	Exomes	141954	0.8919579582118151	0.845583780661341
U147489PF2017D10700	91128164	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 89881576	 89881576	 81592815	1	0.907781	 77597506	0.951034	11203321716	 5495107866	2706313176	3001900674	3772140048	0.732053	0.267947	0.670019	 81.32352	 86.57340	0.404882	0.277933	22.47126	0.016753	1.633460	0.980967	0.970948	0.958608	0.936830	0.893704	0.821630	0.308681	157897841	4.941457	5.037111	5.128210	5.228419	5.343204	5.999117	 2.381775	1.878472	170927_NB501012_0196_AHMMVGBGX3_merged	9.14019502820806	Exomes	137920	0.8927566705336427	0.8492531902552204
U180865CM2017D14382	106679008	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	104852042	104852042	 94547199	1	0.901720	 89654891	0.948255	12877497581	 6383572559	2949222124	3544702898	4363716386	0.724737	0.275263	0.683994	 94.47214	 99.99938	0.403190	0.275615	22.71069	0.015118	1.639334	0.980958	0.968189	0.956701	0.940135	0.912208	0.866899	0.439306	169545413	4.915197	5.002238	5.094554	5.184233	5.288683	5.871068	 1.264585	2.555842	170927_NB501012_0196_AHMMVGBGX3_merged	9.70762285812711	Exomes	142906	0.8823212461338222	0.8466264537528165
U147489PM2017D10697	80169689	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 79066856	 79066856	 72548565	1	0.917560	 68930124	0.950124	 9956001663	 4918045982	2473529333	2564426348	3377740511	0.742424	0.257576	0.665358	 72.78343	 77.45761	0.411928	0.282914	22.63110	0.015817	1.648034	0.981471	0.970584	0.954481	0.921356	0.858205	0.762213	0.224305	158715399	4.951401	5.035449	5.135507	5.239567	5.350030	6.022417	 1.546480	1.850822	170927_NB501012_0196_AHMMVGBGX3_merged	8.17252987535655	Exomes	137131	0.8976088557656547	0.8521340907599303
U147489CF2017D08227	106391567	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	105035428	105035428	 95029251	1	0.904735	 90504371	0.952384	13125909770	 6329801917	3311095285	3485012568	4356524610	0.734494	0.265506	0.656557	 93.67638	 99.91888	0.399096	0.274680	22.09320	0.015764	1.665315	0.981773	0.972543	0.962632	0.947018	0.918192	0.868711	0.426720	177286847	5.099422	5.187884	5.284388	5.380892	5.477396	6.075721	 3.432572	1.887979	170927_NB501012_0196_AHMMVGBGX3_merged	9.45685541038572	Exomes	140712	0.8901017681505486	0.8481437261925067
U065716PF2017D12156	117550121	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	117080992	117080992	 96519230	1	0.824380	 92067770	0.953880	13495732440	 6379734969	3595422617	3520574854	4413154091	0.739134	0.260866	0.639562	 94.41535	101.24377	0.360860	0.249624	21.65729	0.015916	1.659734	0.981993	0.973293	0.963982	0.949728	0.923542	0.876692	0.429960	106744906	5.221975	5.375513	5.547116	5.727749	5.930059	7.375130	 1.497533	2.828016	170927_NB501012_0196_AHMMVGBGX3_merged	17.577200918289	Exomes	141985	0.8857837095467831	0.8469908793182378
U106784PF2017D13705	86206833	99.44%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 85613700	 85613700	 76653167	1	0.895338	 73010078	0.952473	10723438145	 4990730810	2674979499	3057727836	3455651773	0.714856	0.285144	0.651046	 73.85912	 79.31796	0.386050	0.267307	21.32201	0.016862	1.652458	0.981034	0.972667	0.960309	0.933082	0.873908	0.776414	0.234131	132920131	5.241428	5.360303	5.483582	5.624471	5.772405	6.702277	 2.814124	1.483862	170927_NB501012_0196_AHMMVGBGX3_merged	10.4526912620816	Exomes	139372	0.8959260109634647	0.8493312860545877
U118718CM2017D08057	115940045	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114741052	114741052	103000307	1	0.897676	 98118178	0.952601	14305458636	6881559634	3425524918	3998374084	4741169291	0.720500	0.279500	0.667653	101.84198	108.61800	0.397183	0.273646	22.03855	0.014462	1.671046	0.983171	0.975494	0.967629	0.954685	0.931252	0.891066	0.492005	182754332	5.123736	5.202973	5.296883	5.387859	5.484703	6.048164	3.449339	1.716194	170929_NB501012_0197_AHLL3MBGX3	10.1697264686942	Exomes	144684	0.8852119100937215	0.8518080782947666
U118718PF2010D01972	117427097	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	116087612	116087612	104478668	1	0.899998	 99722008	0.954472	14508363579	6785714950	3338146843	4384501786	4655706135	0.697795	0.302205	0.670269	100.42355	106.75839	0.387109	0.265597	21.42768	0.015370	1.642437	0.982169	0.974045	0.965791	0.953153	0.930546	0.891110	0.482091	184720584	5.192696	5.281682	5.370667	5.459652	5.548638	6.103907	2.414095	2.021703	170929_NB501012_0197_AHLL3MBGX3	9.9287416699923	Exomes	142151	0.8863462093126323	0.8507361889821388
U181699CF2017D16607	118974883	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	118310904	118310904	105073486	1	0.888113	100454344	0.956039	14810903799	6679008298	3692378905	4439516596	4615916601	0.700253	0.299747	0.643984	 98.84437	105.85844	0.373861	0.258378	20.65991	0.015574	1.628591	0.982108	0.974370	0.967024	0.955586	0.934633	0.895797	0.471565	168177443	5.315612	5.407610	5.505740	5.610003	5.724080	6.371740	2.356451	1.823753	170929_NB501012_0197_AHLL3MBGX3	11.176241551775	Exomes	143861	0.887905686739283	0.8547486810184831
U118718PM2010D01969	108558978	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107301322	107301322	 96436092	1	0.898741	 91808049	0.952009	13354666252	6457865211	3084580692	3812220349	4434192427	0.714540	0.285460	0.676752	 95.57162	101.61040	0.398572	0.273673	22.15409	0.014723	1.665744	0.982898	0.974711	0.965386	0.949584	0.920441	0.872047	0.439052	171868121	5.095939	5.186193	5.281916	5.374905	5.483209	6.087088	2.721525	1.957221	170929_NB501012_0197_AHLL3MBGX3	10.0540246412681	Exomes	142806	0.8867694634679215	0.852562217273784
U181699PF2017D16635	87815651	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 87329960	 87329960	 77199349	1	0.883996	 73836511	0.956440	10888191274	5116016821	2790522167	2981652286	3533553776	0.726157	0.273843	0.647061	 75.71326	 81.10506	0.387964	0.267961	21.52654	0.016672	1.622101	0.980949	0.972056	0.960257	0.935263	0.881263	0.790645	0.251819	123224389	5.115452	5.237783	5.369176	5.523222	5.670019	6.670415	2.410555	1.822985	170929_NB501012_0197_AHLL3MBGX3	11.5925528210618	Exomes	140087	0.8908035720659304	0.8552399580260838
U181844CM2017D17102	115614253	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114999370	114999370	100718072	1	0.875814	95984658	0.953003	14155414114	6702282779	3629539566	3823591769	4624643632	0.729885	0.270115	0.648703	99.18882	105.96890	0.385967	0.266321	21.69193	0.014652	1.630291	0.983008	0.975323	0.967284	0.954711	0.931833	0.892049	0.474664	151440362	5.086960	5.185096	5.292154	5.399212	5.516975	6.244968	1.419762	2.067056	170929_NB501012_0197_AHLL3MBGX3_NICU_U181844	12.4207318623288	Exomes	140437	0.9057940571216987	0.8610266525203472
U181844PM2017D17098	94307888	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 93783738	 93783738	 82376936	1	0.878371	78571224	0.953801	11587231370	5309552937	2945397003	3332281430	3664109363	0.712418	0.287582	0.643196	78.57745	 83.98130	0.374933	0.258740	20.99309	0.015256	1.646692	0.982469	0.973597	0.961526	0.937145	0.887613	0.805772	0.278421	123688453	5.335106	5.466109	5.611668	5.757227	5.931897	7.003210	1.345596	2.105623	170929_NB501012_0197_AHLL3MBGX3_NICU_U181844	12.147000877172	Exomes	138405	0.9080596799248583	0.8643401611213468
U176742CM2017D14053	108141562	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107613546	107613546	 94066337	1	0.874112	 89753535	0.954151	13246025737	6149087332	3352057534	3744880871	4266057870	0.717283	0.282717	0.647194	 91.00193	 97.73889	0.378414	0.262532	21.26782	0.014652	1.714717	0.983213	0.975428	0.966684	0.949290	0.913540	0.852601	0.403213	137788664	5.443082	5.568566	5.705204	5.844630	6.001902	6.965616	4.632622	1.496126	171002_NB501039_0177_AHLMJNBGX3	12.5707422756152	Exomes	168685	0.8861131695171474	0.8576162670065507
U174961CM2016D23568	125940271	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	125332312	125332312	109756826	1	0.875726	104838509	0.955189	15473614356	7107809359	3872310156	4493494841	4905072795	0.709603	0.290397	0.647334	105.19031	112.37885	0.375574	0.259182	21.04466	0.014443	1.628679	0.983157	0.975328	0.968241	0.957302	0.938414	0.905827	0.524634	161082779	5.227042	5.324598	5.428658	5.539221	5.652387	6.323573	1.562541	2.016266	171002_NB501039_0177_AHLMJNBGX3	12.4116501364848	Exomes	146338	0.8855252907652148	0.8447293252606979
U176742PM2017D14012	106238927	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	105709560	105709560	 93362926	1	0.883202	 89056795	0.953878	13130952977	6206858894	3299074910	3625019173	4293675586	0.723933	0.276067	0.652946	 91.85691	 98.41788	0.388849	0.268991	21.65577	0.015127	1.640298	0.982479	0.974542	0.966022	0.950582	0.920977	0.869824	0.408517	148107898	5.109231	5.215934	5.322636	5.437547	5.565590	6.314149	1.624749	1.678139	171002_NB501039_0177_AHLMJNBGX3	11.6634819356811	Exomes	165581	0.8893472077110296	0.8582083693177357
U180812CF2017D14308	111601914	99.66%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	111105126	111105126	 98869235	1	0.889871	 94712211	0.957954	13994779536	6553090397	3678057277	3763631862	4527243842	0.731069	0.268931	0.640504	 96.98088	103.85275	0.390603	0.269850	21.45251	0.015812	1.622699	0.982133	0.974491	0.966897	0.954990	0.932444	0.890568	0.455094	167872043	5.102178	5.188996	5.293177	5.388676	5.494594	6.112736	2.386374	1.813124	171002_NB501039_0177_AHLMJNBGX3	11.0017596948094	Exomes	142784	0.8903308493948902	0.8434418422232183
U180872CF2017D14394	95370851	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 94951364	 94951364	 84212216	1	0.886898	 80458179	0.955422	11881414146	5565537034	3086563545	3229313567	3849417410	0.728205	0.271795	0.643258	 82.36582	 88.33515	0.388176	0.268483	21.46036	0.016244	1.635836	0.981637	0.973705	0.963744	0.944923	0.904031	0.830326	0.318568	138676418	5.156923	5.267801	5.390999	5.519124	5.649221	6.500762	2.435307	1.736831	171002_NB501039_0177_AHLMJNBGX3	11.3106944707559	Exomes	142363	0.8911023229350323	0.8406819187569804
U176742PF2017D14010	122010675	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121454204	121454204	105758031	1	0.870765	101117374	0.956120	14933210232	6908384092	3804681167	4220144973	4770718585	0.717399	0.282601	0.644856	102.23896	109.41508	0.376693	0.260132	21.19441	0.015588	1.633061	0.982212	0.974610	0.967513	0.957038	0.938233	0.903666	0.501121	151245204	5.211900	5.316043	5.420186	5.533796	5.662554	6.404807	2.082152	1.951657	171002_NB501039_0177_AHLMJNBGX3	12.9106438736762	Exomes	169876	0.8859344463020086	0.8582142268478185
U180770CM2017D14150	108737469	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	108245904	108245904	 94840404	1	0.876157	 90729879	0.956659	13398702719	6252967840	3503778387	3641956492	4318934657	0.728186	0.271814	0.640887	 92.53929	 98.96167	0.382558	0.264234	21.38068	0.014747	1.649361	0.983111	0.975134	0.966280	0.951407	0.922669	0.872034	0.413988	143034682	5.220313	5.338528	5.451114	5.574959	5.710063	6.547704	1.587800	2.039596	171002_NB501039_0177_AHLMJNBGX3	12.3750107071467	Exomes	140377	0.889241114997471	0.8441411342313911
U107573CM2017D14420	111177379	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	110678966	110678966	 96597372	1	0.872771	 92287145	0.955379	13632163667	6296038622	3471542923	3864582122	4343638984	0.716510	0.283490	0.644585	 93.17670	 99.51899	0.376726	0.259903	21.15927	0.014652	1.631459	0.983018	0.974817	0.966019	0.951119	0.922748	0.873418	0.419614	139870757	5.224498	5.336617	5.457361	5.586729	5.719547	6.575102	1.407688	2.125208	171002_NB501039_0177_AHLMJNBGX3	12.7157189048703	Exomes	141404	0.8897343780939719	0.8434839184181494
U181869CF2017D17145	112890380	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	112418974	112418974	 97039007	1	0.863191	92927675	0.957632	13749819428	6297083246	3534331106	3918405076	4350460160	0.715021	0.284979	0.640506	 93.19216	 99.82332	0.370956	0.256282	20.98169	0.016073	1.636448	0.981812	0.973972	0.965559	0.952069	0.925512	0.876544	0.417413	130587764	5.287535	5.410731	5.542726	5.683521	5.831356	6.802842	1.768553	2.171167	171004_NB501039_0178_AHMJN3BGX3	13.676414728545	Exomes	144899	0.8847887148979634	0.8458374453929979
U181869PF2017D17160	94885625	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 94491118	 94491118	 81656743	1	0.864174	78140142	0.956934	11560648385	5490722853	3021032655	3048892877	3791822081	0.736270	0.263730	0.645075	 81.25863	 87.03229	0.384824	0.265754	21.75932	0.016610	1.642119	0.981424	0.972882	0.962273	0.942066	0.898096	0.821452	0.302562	114314712	5.133704	5.274021	5.424185	5.584195	5.762915	6.932715	2.211960	2.037743	171004_NB501039_0178_AHMJN3BGX3	13.578012750962	Exomes	142346	0.8867618338414849	0.8467466595478622
U178461PM2017D10295	95429525	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 95016914	 95016914	 82109790	1	0.864160	78523644	0.956325	11610337167	5409745525	3062572840	3138018802	3743861832	0.729722	0.270278	0.638520	 80.06022	 85.83903	0.377050	0.260941	21.34666	0.015203	1.650751	0.982672	0.974130	0.962809	0.939900	0.892193	0.811506	0.296771	114099118	5.252184	5.393075	5.551268	5.719349	5.903249	7.137156	2.206750	1.920162	171004_NB501039_0178_AHMJN3BGX3	13.5730255938302	Exomes	140660	0.885632020474904	0.8451940850277264
U089048CF2014D22270	113365853	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	112808800	112808800	 98164630	1	0.870186	93718068	0.954703	13815530262	6176853993	3644795822	3993880447	4308705375	0.710914	0.289086	0.628902	 91.41286	 98.77936	0.362616	0.252945	20.48320	0.015123	1.899603	0.982984	0.974695	0.960186	0.928282	0.876478	0.807751	0.410009	139108737	6.247126	6.404807	6.580007	6.772728	6.972456	8.317997	9.233075	1.279491	171004_NB501039_0178_AHMJN3BGX3	12.9647976276927	Exomes	142502	0.8817981502014007	0.8438267533087255
U181869PM2017D17142	109779802	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	109306918	109306918	 94586834	1	0.865333	90329328	0.954988	13359862421	6331965617	3520961448	3506935356	4393621799	0.737502	0.262498	0.642648	 93.70840	100.69924	0.383631	0.266194	21.71374	0.014757	1.678321	0.983075	0.975665	0.967318	0.952243	0.921787	0.867529	0.423737	134002147	5.218937	5.338235	5.468895	5.610917	5.750666	6.691419	3.600326	1.658204	171004_NB501039_0178_AHMJN3BGX3	13.456938016655	Exomes	143828	0.8832077203326195	0.8436465778568846
U181009CF2017D14751	119922444	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	119399386	119399386	103095968	1	0.863455	98623518	0.956619	14589175903	6786420702	3595198208	4207556993	4689082122	0.711597	0.288403	0.653696	100.43400	107.55162	0.376411	0.260081	21.31121	0.015612	1.629570	0.982232	0.974635	0.967209	0.955849	0.935042	0.896639	0.485719	139251945	5.174930	5.286837	5.401853	5.529303	5.657997	6.471191	2.660451	1.992634	171004_NB501039_0178_AHMJN3BGX3	13.6437937226433	Exomes	142277	0.8855190930368225	0.8509878617063896
U178461CM2017D07681	119622509	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	119094652	119094652	102886150	1	0.863902	98345776	0.955870	14540053410	6692574505	3902082905	3945396000	4633859028	0.728653	0.271347	0.631693	 99.04514	106.15349	0.372155	0.257676	21.08751	0.014324	1.658648	0.983672	0.975904	0.968309	0.955895	0.932401	0.890959	0.471638	142255023	5.312905	5.433669	5.557529	5.684486	5.827545	6.711908	2.280321	1.909759	171004_NB501039_0178_AHMJN3BGX3	13.6050671060399	Exomes	142787	0.8849264989109653	0.8490128653168706
U180966CF2017D14640	109706597	99.63%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	109225190	109225190	 94689888	1	0.866924	90573867	0.956532	13386828112	6192139310	3453287612	3741401190	4292623709	0.720516	0.279484	0.641977	 91.63907	 98.43221	0.375440	0.260269	21.19147	0.015674	1.697107	0.982431	0.974717	0.966188	0.950536	0.917887	0.859369	0.410167	132610787	5.408763	5.545111	5.675778	5.834851	5.984834	7.007445	4.134099	1.832187	171004_NB501039_0178_AHMJN3BGX3	13.2987247350638	Exomes	142687	0.8844113338986733	0.8447791319461478
U079896CM2016D10454	133416061	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	132932502	132932502	114490718	1	0.861270	109384006	0.955396	16180377788	7605786606	4162829876	4411761306	5255853050	0.727339	0.272661	0.646277	112.56000	120.39553	0.378910	0.261839	21.53543	0.014125	1.649254	0.983569	0.976367	0.969938	0.960921	0.945686	0.919080	0.579348	155577860	5.172538	5.276213	5.379888	5.493931	5.616268	6.329554	2.464520	1.892278	171006_NB501012_0199_AHLNC5BGX3	NA	Exomes	NA	NA	NA
U079896PF2016D17126	110405483	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	109987424	109987424	 94697177	1	0.860982	 90492615	0.955600	13381448278	6435621185	3443515842	3502311251	4453620094	0.738271	0.261729	0.651436	 95.24242	102.19788	0.387499	0.268160	22.03359	0.016026	1.648353	0.981798	0.974123	0.966242	0.953460	0.927947	0.880690	0.440514	130209106	5.061229	5.181281	5.309908	5.447110	5.584312	6.496704	3.477733	1.827908	171006_NB501012_0199_AHLNC5BGX3	NA	Exomes	NA	NA	NA
